year,lea_name,school_code,school_name,spg_grade,spg_score
2013-14,Stanly County Schools,840350,West Stanly Middle School,C,66
2013-14,Stanly County Schools,840356,South Stanly High,C,64
2013-14,Stanly County Schools,840358,South Stanly Middle,C,66
2013-14,Stanly County Schools,840360,Stanfield Elementary,C,67
2013-14,Stanly County Schools,840361,Stanly Early College High,A,88
2013-14,Stanly County Schools,840368,West Stanly High,C,68
2013-14,Stokes County Schools,850304,Chestnut Grove Middle,C,65
2013-14,Stokes County Schools,850308,Francisco Elementary,C,63
2013-14,Stokes County Schools,850312,Germanton Elementary,B,70
2013-14,Stokes County Schools,850314,Mount Olive Elementary,B,70
2013-14,Stokes County Schools,850316,King Elementary,B,70
2013-14,Stokes County Schools,850320,Lawsonville Elementary,C,67
2013-14,Stokes County Schools,850328,Nancy Reynolds Elementary,C,66
2013-14,Stokes County Schools,850332,North Stokes High,B,71
2013-14,Stokes County Schools,850336,Pine Hall Elementary,C,57
2013-14,Stokes County Schools,850338,Piney Grove Middle,C,59
2013-14,Stokes County Schools,850340,Pinnacle Elementary,C,63
2013-14,Stokes County Schools,850342,Poplar Springs Elementary,B,72
2013-14,Stokes County Schools,850348,Sandy Ridge Elementary,B,71
2013-14,Stokes County Schools,850350,Southeastern Middle,C,62
2013-14,Stokes County Schools,850352,South Stokes High,B,74
2013-14,Stokes County Schools,850354,London Elementary,C,61
2013-14,Stokes County Schools,850356,Walnut Cove Elementary,C,62
2013-14,Stokes County Schools,850358,West Stokes High,C,60
2013-14,Stokes County Schools,850360,Stokes Early College,A,89
2013-14,Surry County Schools,860302,Cedar Ridge Elementary,C,67
2013-14,Surry County Schools,860306,Central Middle,C,59
2013-14,Surry County Schools,860308,Copeland Elementary,C,63
2013-14,Surry County Schools,860312,Dobson Elementary,C,68
2013-14,Surry County Schools,860316,East Surry High,B,74
2013-14,Surry County Schools,860320,Flat Rock Elementary,C,67
2013-14,Surry County Schools,860324,Franklin Elementary,B,73
2013-14,Surry County Schools,860326,J Sam Gentry Middle,C,63
2013-14,Surry County Schools,860330,Meadowview Middle,D,49
2013-14,Surry County Schools,860332,Mountain Park Elementary,C,58
2013-14,Surry County Schools,860336,North Surry High,C,63
2013-14,Surry County Schools,860339,Pilot Mountain Elementary,C,63
2013-14,Surry County Schools,860340,Pilot Mountain Middle,C,62
2013-14,Surry County Schools,860344,Rockford Elementary,C,61
2013-14,Surry County Schools,860348,Shoals Elementary,B,81
2013-14,Surry County Schools,860352,Surry Central High,C,63
2013-14,Surry County Schools,860354,Surry Early College HS Design,A,87
2013-14,Surry County Schools,860356,Westfield Elementary,B,71
2013-14,Surry County Schools,860360,White Plains Elementary,C,69
2013-14,Elkin City Schools,861304,Elkin Elementary,B,75
2013-14,Elkin City Schools,861308,Elkin High,B,84
2013-14,Elkin City Schools,861312,Elkin Middle,C,69
2013-14,Mount Airy City Schools,862310,Jones Elementary,C,69
2013-14,Mount Airy City Schools,862312,Mount Airy High,B,79
2013-14,Mount Airy City Schools,862316,Mount Airy Middle,C,63
2013-14,Swain County Schools,870314,Swain County High,C,58
2013-14,Swain County Schools,870318,Swain County Middle,C,55
2013-14,Swain County Schools,870320,Swain Co East Elementary,C,61
2013-14,Swain County Schools,870324,Swain Co West Elementary,B,71
2013-14,Transylvania County Schools,880304,Brevard Elementary,C,65
2013-14,Transylvania County Schools,880308,Brevard High,B,71
2013-14,Transylvania County Schools,880312,Brevard Middle,C,65
2013-14,Transylvania County Schools,880318,Pisgah Forest Elementary,B,73
2013-14,Transylvania County Schools,880324,Rosman Elementary,C,66
2013-14,Transylvania County Schools,880328,Rosman High,C,69
2013-14,Transylvania County Schools,880330,Rosman Middle,C,60
2013-14,Transylvania County Schools,880336,T C Henderson Elementary,B,71
2013-14,Tyrrell County Schools,890304,Columbia High,C,67
2013-14,Tyrrell County Schools,890306,Columbia Middle,D,46
2013-14,Tyrrell County Schools,890308,Tyrrell Elementary,D,45
2013-14,Union County Public Schools,900302,Antioch Elementary,B,83
2013-14,Union County Public Schools,900303,Rea View Elementary,B,84
2013-14,Union County Public Schools,900304,Benton Heights Elementary,D,46
2013-14,Union County Public Schools,900305,New Town Elementary,B,79
2013-14,Union County Public Schools,900306,East Elementary,D,40
2013-14,Union County Public Schools,900307,Rocky River Elementary,B,75
2013-14,Union County Public Schools,900308,East Union Middle,D,49
2013-14,Union County Public Schools,900310,Cuthbertson Middle,A,86
2013-14,Union County Public Schools,900311,Cuthbertson High,A,88
2013-14,Union County Public Schools,900312,Fairview Elementary,B,76
2013-14,Union County Public Schools,900314,Monroe Middle,D,50
2013-14,Union County Public Schools,900316,Forest Hills High,C,64
2013-14,Union County Public Schools,900318,Hemby Bridge Elementary,B,78
2013-14,Union County Public Schools,900320,Indian Trail Elementary,B,76
2013-14,Union County Public Schools,900328,Kensington Elementary,B,84
2013-14,Union County Public Schools,900332,Marshville Elementary,C,59
2013-14,Union County Public Schools,900334,Marvin Elementary,A,86
2013-14,Union County Public Schools,900336,Monroe High,C,57
2013-14,Union County Public Schools,900340,New Salem Elementary,B,80
2013-14,Union County Public Schools,900341,Porter Ridge Elementary,C,67
2013-14,Union County Public Schools,900342,Porter Ridge High School,B,77
2013-14,Union County Public Schools,900343,Porter Ridge Middle School,B,74
2013-14,Union County Public Schools,900344,Parkwood High,C,66
2013-14,Union County Public Schools,900346,Parkwood Middle,C,63
2013-14,Union County Public Schools,900347,Poplin Elementary,B,79
2013-14,Union County Public Schools,900348,Piedmont High,B,83
2013-14,Union County Public Schools,900350,Piedmont Middle,B,76
2013-14,Union County Public Schools,900351,Rock Rest Elementary,B,73
2013-14,Union County Public Schools,900352,Prospect Elementary,C,56
2013-14,Union County Public Schools,900353,Sandy Ridge Elementary,A,85
2013-14,Union County Public Schools,900354,Sardis Elementary,B,70
2013-14,Union County Public Schools,900356,Shiloh Elementary,B,79
2013-14,Union County Public Schools,900358,Stallings Elementary,A,85
2013-14,Union County Public Schools,900360,Sun Valley High,B,75
2013-14,Union County Public Schools,900362,Sun Valley Middle,B,70
2013-14,Union County Public Schools,900363,Sun Valley Elementary,B,76
2013-14,Union County Public Schools,900364,Union Elementary,C,65
2013-14,Union County Public Schools,900366,Central Academy of Technology & Arts,A,93
2013-14,Union County Public Schools,900367,Union County Early College,A,89
2013-14,Union County Public Schools,900368,Unionville Elementary,B,73
2013-14,Union County Public Schools,900370,Walter Bickett Elementary,D,47
2013-14,Union County Public Schools,900372,Waxhaw Elementary,C,69
2013-14,Union County Public Schools,900376,Weddington Elementary,A,91
2013-14,Union County Public Schools,900377,Weddington High,A,91
2013-14,Union County Public Schools,900378,Weddington Middle,A,92
2013-14,Union County Public Schools,900380,Wesley Chapel Elementary,B,83
2013-14,Union County Public Schools,900384,Western Union Elementary,D,54
2013-14,Union County Public Schools,900388,Wingate Elementary,C,60
2013-14,Union County Public Schools,900391,Marvin Ridge Middle,A,92
2013-14,Union County Public Schools,900393,Marvin Ridge High,A,91
2013-14,Vance County Schools,910304,Aycock Elementary,C,67
2013-14,Vance County Schools,910308,Carver Elementary,C,63
2013-14,Vance County Schools,910311,Clarke Elementary,C,56
2013-14,Vance County Schools,910314,Dabney Elementary,D,50
2013-14,Vance County Schools,910316,Eaton-Johnson Middle,F,36
2013-14,Vance County Schools,910320,Henderson Middle,F,35
2013-14,Vance County Schools,910340,New Hope Elementary,F,32
2013-14,Vance County Schools,910346,E O Young Jr Elementary,F,35
2013-14,Vance County Schools,910356,Pinkston Street Elementary,D,52
2013-14,Vance County Schools,910360,E M Rollins Elementary,F,34
2013-14,Vance County Schools,910364,Southern Vance High,D,50
2013-14,Vance County Schools,910370,Northern Vance High,D,50
2013-14,Vance County Schools,910376,L B Yancey Elementary,D,48
2013-14,Vance County Schools,910380,Zeb Vance Elementary,D,49
2013-14,Vance County Schools,910382,Vance Co Early College,C,69
2013-14,Wake County Schools,920302,River Bend Elementary,C,62
2013-14,Wake County Schools,920304,Adams Elementary,B,77
2013-14,Wake County Schools,920306,Herbert Akins Rd Elementary,B,74
2013-14,Wake County Schools,920307,Alston Ridge Elementary,B,82
2013-14,Wake County Schools,920308,Apex Elementary,B,74
2013-14,Wake County Schools,920312,Apex Middle,B,83
2013-14,Wake County Schools,920316,Apex High,A,86
2013-14,Wake County Schools,920318,Athens Drive High,B,80
2013-14,Wake County Schools,920320,Aversboro Elementary,C,64
2013-14,Wake County Schools,920325,Banks Rd Elementary,B,76
2013-14,Wake County Schools,920326,Baileywick Road Elementary,C,62
2013-14,Wake County Schools,920327,Ballentine Elementary,C,67
2013-14,Wake County Schools,920328,Baucom Elementary,B,80
2013-14,Wake County Schools,920329,Barwell Road Elementary,D,46
2013-14,Wake County Schools,920334,Brassfield Elementary,B,82
2013-14,Wake County Schools,920336,Brentwood Elementary,D,53
2013-14,Wake County Schools,920340,Briarcliff Elementary,B,76
2013-14,Wake County Schools,920342,Brier Creek Elementary,B,72
2013-14,Wake County Schools,920344,Brooks Elementary,B,79
2013-14,Wake County Schools,920348,Needham Broughton High,B,74
2013-14,Wake County Schools,920352,Bugg Elementary,D,52
2013-14,Wake County Schools,920356,Carnage Middle,B,70
2013-14,Wake County Schools,920358,Carpenter Elementary,B,76
2013-14,Wake County Schools,920360,Carroll Middle,D,47
2013-14,Wake County Schools,920362,Carver Elementary,C,64
2013-14,Wake County Schools,920364,Cary Elementary,B,71
2013-14,Wake County Schools,920368,Cary High,B,83
2013-14,Wake County Schools,920369,Cedar Fork Elementary,A,89
2013-14,Wake County Schools,920370,Centennial Campus Middle,C,57
2013-14,Wake County Schools,920376,Combs Elementary,B,73
2013-14,Wake County Schools,920380,Conn Elementary,C,59
2013-14,Wake County Schools,920384,Creech Road Elementary,D,47
2013-14,Wake County Schools,920388,Daniels Middle,C,60
2013-14,Wake County Schools,920390,Davis Drive Elementary,A,93
2013-14,Wake County Schools,920391,Davis Drive Middle,A,90
2013-14,Wake County Schools,920393,Dillard Drive Elementary,C,60
2013-14,Wake County Schools,920394,Dillard Drive Middle,C,63
2013-14,Wake County Schools,920396,Douglas Elementary,C,64
2013-14,Wake County Schools,920398,Durant Road Elementary,B,76
2013-14,Wake County Schools,920399,Durant Road Middle,C,62
2013-14,Wake County Schools,920400,Reedy Creek Middle,C,56
2013-14,Wake County Schools,920402,East Cary Middle,C,69
2013-14,Wake County Schools,920403,East Garner Elementary,C,57
2013-14,Wake County Schools,920404,East Garner Middle,D,48
2013-14,Wake County Schools,920408,East Millbrook Middle,D,49
2013-14,Wake County Schools,920410,East Wake Middle,D,47
2013-14,Wake County Schools,920412,William G Enloe High,B,72
2013-14,Wake County Schools,920413,Forestville Road Elementary,C,62
2013-14,Wake County Schools,920414,Farmington Woods Elementary,B,75
2013-14,Wake County Schools,920415,Fox Road Elementary,D,49
2013-14,Wake County Schools,920416,Fuller Elementary,B,72
2013-14,Wake County Schools,920417,Forest Pines Elementary,C,69
2013-14,Wake County Schools,920420,Fuquay-Varina Elementary,B,74
2013-14,Wake County Schools,920424,Fuquay-Varina Middle,C,63
2013-14,Wake County Schools,920428,Fuquay-Varina High,B,74
2013-14,Wake County Schools,920436,Garner High,B,71
2013-14,Wake County Schools,920439,Green Hope Elementary,A,88
2013-14,Wake County Schools,920440,Green Elementary,C,55
2013-14,Wake County Schools,920441,Green Hope High,A,90
2013-14,Wake County Schools,920442,Hilburn Drive Academy,C,69
2013-14,Wake County Schools,920443,Highcroft Elementary,A,91
2013-14,Wake County Schools,920444,Heritage Middle,B,80
2013-14,Wake County Schools,920445,Heritage High,B,77
2013-14,Wake County Schools,920446,Hodge Road Elementary,D,44
2013-14,Wake County Schools,920447,Holly Springs Elementary,B,82
2013-14,Wake County Schools,920448,Hunter Elementary,C,66
2013-14,Wake County Schools,920449,Holly Ridge Elementary,B,76
2013-14,Wake County Schools,920450,Holly Ridge Middle,C,69
2013-14,Wake County Schools,920451,Harris Creek Elementary,C,69
2013-14,Wake County Schools,920452,Jeffreys Grove Elementary,C,69
2013-14,Wake County Schools,920453,Jones Dairy Elementary,A,86
2013-14,Wake County Schools,920454,Heritage Elementary,B,79
2013-14,Wake County Schools,920455,Holly Springs High,B,83
2013-14,Wake County Schools,920456,Joyner Elementary,B,73
2013-14,Wake County Schools,920457,Holly Grove Elementary,B,79
2013-14,Wake County Schools,920458,Holly Grove Middle,C,66
2013-14,Wake County Schools,920460,Kingswood Elementary,C,66
2013-14,Wake County Schools,920464,Knightdale Elementary,D,53
2013-14,Wake County Schools,920466,Knightdale High,C,64
2013-14,Wake County Schools,920467,Laurel Park Elementary,B,82
2013-14,Wake County Schools,920468,Lacy Elementary,B,79
2013-14,Wake County Schools,920469,Leesville Road Elementary,B,71
2013-14,Wake County Schools,920470,Lead Mine Elementary,C,68
2013-14,Wake County Schools,920471,Leesville Road Middle,B,71
2013-14,Wake County Schools,920472,Ligon Middle,B,73
2013-14,Wake County Schools,920473,Leesville Road High,A,85
2013-14,Wake County Schools,920474,Lake Myra Elementary,C,56
2013-14,Wake County Schools,920476,Lincoln Heights Elementary,D,50
2013-14,Wake County Schools,920480,Lockhart Elementary,C,59
2013-14,Wake County Schools,920484,Lufkin Road Middle,B,84
2013-14,Wake County Schools,920488,Lynn Road Elementary,D,52
2013-14,Wake County Schools,920492,Martin Middle,B,73
2013-14,Wake County Schools,920494,Middle Creek Elementary,B,82
2013-14,Wake County Schools,920495,Middle Creek High,B,83
2013-14,Wake County Schools,920496,Millbrook Elementary,C,62
2013-14,Wake County Schools,920500,Millbrook High,B,81
2013-14,Wake County Schools,920501,Mills Park Elementary,A,86
2013-14,Wake County Schools,920502,Mills Park Middle,B,80
2013-14,Wake County Schools,920504,Morrisville Elementary,A,89
2013-14,Wake County Schools,920506,Moore Square Museum Magnet Middle,D,53
2013-14,Wake County Schools,920512,North Garner Middle,C,55
2013-14,Wake County Schools,920514,North Forest Pines Drive Elementary,B,78
2013-14,Wake County Schools,920516,North Ridge Elementary,C,67
2013-14,Wake County Schools,920520,Northwoods Elementary,B,70
2013-14,Wake County Schools,920522,Oak Grove Elementary,B,83
2013-14,Wake County Schools,920523,Olive Chapel Elementary,A,85
2013-14,Wake County Schools,920524,Olds Elementary,B,79
2013-14,Wake County Schools,920525,Partnership Elementary,C,62
2013-14,Wake County Schools,920526,Panther Creek High,A,89
2013-14,Wake County Schools,920530,Penny Road Elementary,B,80
2013-14,Wake County Schools,920531,Pleasant Union Elementary,B,78
2013-14,Wake County Schools,920532,Poe Elementary,C,60
2013-14,Wake County Schools,920536,Powell Elementary,C,56
2013-14,Wake County Schools,920540,Rand Road Elementary,C,68
2013-14,Wake County Schools,920542,Reedy Creek Elementary,C,63
2013-14,Wake County Schools,920543,Richland Creek ES,C,63
2013-14,Wake County Schools,920544,Rolesville Elementary,B,75
2013-14,Wake County Schools,920545,Rolesville Middle,C,63
2013-14,Wake County Schools,920546,Rolesville High,C,56
2013-14,Wake County Schools,920548,Root Elementary,B,70
2013-14,Wake County Schools,920550,Salem Elementary,B,76
2013-14,Wake County Schools,920551,Salem Middle,B,81
2013-14,Wake County Schools,920552,Sanderson High,B,76
2013-14,Wake County Schools,920554,Sanford Creek Elementary,C,62
2013-14,Wake County Schools,920560,Smith Elementary,C,55
2013-14,Wake County Schools,920562,Southeast Raleigh High,C,65
2013-14,Wake County Schools,920564,Stough Elementary,C,60
2013-14,Wake County Schools,920568,Swift Creek Elementary,C,67
2013-14,Wake County Schools,920569,Sycamore Creek Elementary,A,85
2013-14,Wake County Schools,920570,Timber Drive Elementary,C,61
2013-14,Wake County Schools,920571,Turner Creek Elementary,B,81
2013-14,Wake County Schools,920572,Underwood Elementary,B,80
2013-14,Wake County Schools,920576,Vance Elementary,C,67
2013-14,Wake County Schools,920580,Vandora Springs Elementary,C,62
2013-14,Wake County Schools,920582,Wake NCSU STEM ECHS,A,89
2013-14,Wake County Schools,920583,Wake Early College of Health and Science,A,89
2013-14,Wake County Schools,920584,Wake Forest Elementary,B,73
2013-14,Wake County Schools,920585,Wake Young Men's Leadership Academy,C,67
2013-14,Wake County Schools,920586,Wake Young Women's Leadership Academy,B,78
2013-14,Wake County Schools,920588,Wake Forest High School,B,80
2013-14,Wake County Schools,920592,Wake Forest Middle School,C,66
2013-14,Wake County Schools,920593,Wakefield Elementary,C,60
2013-14,Wake County Schools,920594,Wakefield Middle,C,69
2013-14,Wake County Schools,920595,Wakefield High,B,79
2013-14,Wake County Schools,920596,Washington Elementary,B,74
2013-14,Wake County Schools,920597,Wakelon Elementary,C,57
2013-14,Wake County Schools,920598,Weatherstone Elementary,B,84
2013-14,Wake County Schools,920599,Walnut Creek ES,D,44
2013-14,Wake County Schools,920600,Wendell Elementary,C,60
2013-14,Wake County Schools,920601,Wendell Middle,D,46
2013-14,Wake County Schools,920604,West Cary Middle,B,72
2013-14,Wake County Schools,920606,West Lake Elementary,B,76
2013-14,Wake County Schools,920607,West Lake Middle,B,73
2013-14,Wake County Schools,920608,West Millbrook Middle,C,63
2013-14,Wake County Schools,920616,Wilburn Elementary,D,51
2013-14,Wake County Schools,920618,Wildwood Forest Elementary,C,58
2013-14,Wake County Schools,920620,Wiley Elementary,B,74
2013-14,Wake County Schools,920624,Willow Springs Elementary,B,83
2013-14,Wake County Schools,920626,Yates Mill Elementary,B,74
2013-14,Wake County Schools,920628,York Elementary,C,65
2013-14,Wake County Schools,920632,Zebulon Elementary,C,66
2013-14,Wake County Schools,920636,Zebulon Middle,D,54
2013-14,Wake County Schools,920700,East Wake School of Health Science,B,73
2013-14,Wake County Schools,920701,East Wake School of Integrated Technolog,C,60
2013-14,Wake County Schools,920702,East Wake School of Arts Education and G,C,68
2013-14,Wake County Schools,920703,East Wake School of Engineering,D,54
2013-14,Warren County Schools,930330,Mariam Boyd Elementary,D,45
2013-14,Warren County Schools,930340,Northside Elementary,F,30
2013-14,Warren County Schools,930344,South Warren Elementary,D,53
2013-14,Warren County Schools,930348,Vaughan Elementary,C,56
2013-14,Warren County Schools,930352,Warren County High,C,56
2013-14,Warren County Schools,930354,Warren County Middle,F,38
2013-14,Warren County Schools,930360,Warren Early College High,C,65
2013-14,Warren County Schools,930700,Warren New Tech High,C,66
2013-14,Washington County Schools,940306,Creswell Elementary,D,48
2013-14,Washington County Schools,940308,Creswell High,D,45
2013-14,Washington County Schools,940314,Pines Elementary,F,33
2013-14,Washington County Schools,940316,Plymouth High,C,57
2013-14,Washington County Schools,940328,Washington County Union,D,43
2013-14,Watauga County Schools,950308,Bethel Elementary,D,54
2013-14,Watauga County Schools,950312,Blowing Rock Elementary,B,84
2013-14,Watauga County Schools,950316,Cove Creek Elementary,C,69
2013-14,Watauga County Schools,950320,Green Valley Elementary,C,62
2013-14,Watauga County Schools,950322,Hardin Park Elementary,B,76
2013-14,Watauga County Schools,950324,Mabel Elementary,C,68
2013-14,Watauga County Schools,950328,Parkway Elementary,B,75
2013-14,Watauga County Schools,950332,Valle Crucis Elementary,B,73
2013-14,Watauga County Schools,950336,Watauga High,B,75
2013-14,Wayne County Public Schools,960312,Brogden Middle,F,31
2013-14,Wayne County Public Schools,960314,Brogden Primary,F,39
2013-14,Wayne County Public Schools,960316,Carver Elementary,D,41
2013-14,Wayne County Public Schools,960318,Carver Heights Elementary,F,38
2013-14,Wayne County Public Schools,960324,Charles B Aycock High,B,71
2013-14,Wayne County Public Schools,960326,Dillard Middle,F,21
2013-14,Wayne County Public Schools,960329,Eastern Wayne Elementary,D,40
2013-14,Wayne County Public Schools,960330,Eastern Wayne High,C,60
2013-14,Wayne County Public Schools,960331,Eastern Wayne Middle,D,52
2013-14,Wayne County Public Schools,960334,Fremont STARS Elementary,D,53
2013-14,Wayne County Public Schools,960335,Goldsboro High,D,46
2013-14,Wayne County Public Schools,960336,Grantham,C,62
2013-14,Wayne County Public Schools,960340,Greenwood Middle,C,56
2013-14,Wayne County Public Schools,960344,Meadow Lane Elementary,C,60
2013-14,Wayne County Public Schools,960348,Mount Olive Middle,D,53
2013-14,Wayne County Public Schools,960360,Norwayne Middle,C,68
2013-14,Wayne County Public Schools,960370,Rosewood Elementary,C,65
2013-14,Wayne County Public Schools,960372,Rosewood High,C,62
2013-14,Wayne County Public Schools,960374,Rosewood Middle,C,62
2013-14,Wayne County Public Schools,960376,School Street Elementary,F,38
2013-14,Wayne County Public Schools,960380,Southern Wayne High,D,51
2013-14,Wayne County Public Schools,960382,Spring Creek Elementary,C,57
2013-14,Wayne County Public Schools,960386,Spring Creek High,C,56
2013-14,Wayne County Public Schools,960388,Tommy's Road Elementary,D,53
2013-14,Wayne County Public Schools,960390,North Drive Elementary,D,43
2013-14,Wayne County Public Schools,960450,Northeast Elementary,C,57
2013-14,Wayne County Public Schools,960454,Northwest Elementary,C,58
2013-14,Wayne County Public Schools,960490,Wayne Early / Middle College High,A,92
2013-14,Wayne County Public Schools,960700,Wayne School of Engineering,A,86
2013-14,Wilkes County Schools,970308,Boomer-Ferguson Elementary,C,66
2013-14,Wilkes County Schools,970310,C B Eller Elementary,C,61
2013-14,Wilkes County Schools,970312,C C Wright Elementary,D,50
2013-14,Wilkes County Schools,970315,Central Wilkes Middle,D,47
2013-14,Wilkes County Schools,970320,East Wilkes High,C,63
2013-14,Wilkes County Schools,970322,East Wilkes Middle,C,63
2013-14,Wilkes County Schools,970337,Millers Creek Elementary,C,63
2013-14,Wilkes County Schools,970340,Moravian Falls Elementary,C,67
2013-14,Wilkes County Schools,970344,Mount Pleasant Elementary,C,63
2013-14,Wilkes County Schools,970348,Mountain View Elementary,C,65
2013-14,Wilkes County Schools,970352,Mulberry Elementary,C,64
2013-14,Wilkes County Schools,970356,North Wilkes High,C,64
2013-14,Wilkes County Schools,970358,North Wilkes Middle,D,52
2013-14,Wilkes County Schools,970360,North Wilkesboro Elementary,D,46
2013-14,Wilkes County Schools,970368,Roaring River Elementary,D,54
2013-14,Wilkes County Schools,970370,Ronda-Clingman Elementary,C,65
2013-14,Wilkes County Schools,970376,Traphill Elementary,D,51
2013-14,Wilkes County Schools,970388,West Wilkes High,B,72
2013-14,Wilkes County Schools,970389,West Wilkes Middle,C,65
2013-14,Wilkes County Schools,970390,Wilkes Central High,C,63
2013-14,Wilkes County Schools,970392,Wilkesboro Elementary,B,73
2013-14,Wilkes County Schools,970393,Wilkes Early College High,B,77
2013-14,Wilson County Schools,980308,B O Barnes Elementary,D,42
2013-14,Wilson County Schools,980317,Charles H Darden Middle,F,38
2013-14,Wilson County Schools,980318,Beddingfield High,C,63
2013-14,Wilson County Schools,980320,Elm City Elementary,D,51
2013-14,Wilson County Schools,980324,Elm City Middle,C,64
2013-14,Wilson County Schools,980336,Fike High,C,62
2013-14,Wilson County Schools,980338,Forest Hills Middle,C,55
2013-14,Wilson County Schools,980340,Gardners Elementary,B,77
2013-14,Wilson County Schools,980342,James Hunt High,C,61
2013-14,Wilson County Schools,980344,John W Jones Elementary,C,57
2013-14,Wilson County Schools,980348,Lee Woodard Elementary,D,45
2013-14,Wilson County Schools,980352,Lucama Elementary,C,67
2013-14,Wilson County Schools,980356,Margaret Hearne Elementary,F,35
2013-14,Wilson County Schools,980357,Vick Elementary,F,38
2013-14,Wilson County Schools,980360,New Hope Elementary,C,67
2013-14,Wilson County Schools,980364,Rock Ridge Elementary,B,81
2013-14,Wilson County Schools,980380,Speight Middle,D,47
2013-14,Wilson County Schools,980384,Springfield Middle,D,52
2013-14,Wilson County Schools,980388,Stantonsburg Elementary,D,49
2013-14,Wilson County Schools,980390,Toisnot Middle,C,55
2013-14,Wilson County Schools,980392,Vinson-Bynum Elementary,C,59
2013-14,Wilson County Schools,980396,Wells Elementary,D,49
2013-14,Wilson County Schools,980398,Wilson Early College Academy,A,85
2013-14,Wilson County Schools,980400,Winstead Elementary,F,38
2013-14,Yadkin County Schools,990304,Boonville Elementary,C,66
2013-14,Yadkin County Schools,990308,Courtney Elementary,B,77
2013-14,Yadkin County Schools,990312,East Bend Elementary,C,60
2013-14,Yadkin County Schools,990316,Fall Creek Elementary,C,64
2013-14,Yadkin County Schools,990320,Forbush Elementary,B,81
2013-14,Yadkin County Schools,990321,Forbush Middle,C,58
2013-14,Yadkin County Schools,990322,Forbush High,B,70
2013-14,Yadkin County Schools,990324,Jonesville Elementary,C,65
2013-14,Yadkin County Schools,990325,Starmount Middle,D,54
2013-14,Yadkin County Schools,990326,Starmount High,C,64
2013-14,Yadkin County Schools,990328,West Yadkin Elementary,C,60
2013-14,Yadkin County Schools,990332,Yadkin Early College,A,88
2013-14,Yadkin County Schools,990336,Yadkinville Elementary,C,57
2013-14,Yancey County Schools,995304,Bald Creek Elementary,B,84
2013-14,Yancey County Schools,995308,Bee Log Elementary,B,75
2013-14,Yancey County Schools,995312,Burnsville Elementary,C,60
2013-14,Yancey County Schools,995316,Cane River Middle,C,69
2013-14,Yancey County Schools,995320,Clearmont Elementary,C,55
2013-14,Yancey County Schools,995324,East Yancey Middle,B,72
2013-14,Yancey County Schools,995328,Micaville Elementary,C,67
2013-14,Yancey County Schools,995330,Mountain Heritage High,B,74
2013-14,Yancey County Schools,995336,South Toe Elementary,B,80
2013-14,Regional Schools,94Z000,Northeast Regional School - Biotech/Agri,B,78
2013-14,Charter Schools,01B000,River Mill Academy,C,69
2013-14,Charter Schools,01C000,Clover Garden,C,68
2013-14,Charter Schools,01D000,The Hawbridge School,B,82
2013-14,Charter Schools,06A000,Grandfather Academy,F,15
2013-14,Charter Schools,06B000,Crossnore Academy,C,60
2013-14,Charter Schools,07A000,Washington Montessori,C,62
2013-14,Charter Schools,09A000,Paul R. Brown Leadership Academy,F,23
2013-14,Charter Schools,10A000,Charter Day School,B,75
2013-14,Charter Schools,11A000,Evergreen Community Charter,B,72
2013-14,Charter Schools,11B000,ArtSpace Charter School,C,69
2013-14,Charter Schools,11K000,Francine Delany New School,B,81
2013-14,Charter Schools,12A000,New Dimensions,C,58
2013-14,Charter Schools,13A000,Carolina International School,B,70
2013-14,Charter Schools,13B000,Cabarrus Charter Academy,B,75
2013-14,Charter Schools,16A000,Coastal Academy for Technology and Scien,D,42
2013-14,Charter Schools,16B000,Tiller School,A,86
2013-14,Charter Schools,19A000,Chatham Charter,B,71
2013-14,Charter Schools,19B000,Woods Charter,A,89
2013-14,Charter Schools,19C000,Willow Oak Montessori,B,71
2013-14,Charter Schools,20A000,The Learning Center,C,65
2013-14,Charter Schools,23A000,Pinnacle Classical Academy,C,69
2013-14,Charter Schools,24B000,Flemington Academy,F,26
2013-14,Charter Schools,24C000,SEGS (STEM Ed Global Society) Academy,F,25
2013-14,Charter Schools,24N000,Columbus Charter School,C,64
2013-14,Charter Schools,26B000,Alpha Academy,C,56
2013-14,Charter Schools,27A000,Water's Edge Village School,C,56
2013-14,Charter Schools,32A000,Maureen Joy Charter School,D,53
2013-14,Charter Schools,32B000,Healthy Start Academy,F,35
2013-14,Charter Schools,32C000,Carter Community Charter,D,51
2013-14,Charter Schools,32D000,Kestrel Heights School,D,53
2013-14,Charter Schools,32H000,Research Triangle Charter,D,52
2013-14,Charter Schools,32K000,Central Park School For Child,B,76
2013-14,Charter Schools,32L000,Voyager Academy,B,76
2013-14,Charter Schools,32M000,Global Scholars Academy,D,54
2013-14,Charter Schools,32N000,Research Triangle High,B,74
2013-14,Charter Schools,32P000,The Institute Development Young Leaders,F,19
2013-14,Charter Schools,33A000,North East Carolina Prep,F,31
2013-14,Charter Schools,34B000,Quality Education Academy,D,49
2013-14,Charter Schools,34D000,Carter G Woodson School,F,37
2013-14,Charter Schools,34F000,Forsyth Academy,D,50
2013-14,Charter Schools,34G000,The Arts Based School,C,69
2013-14,Charter Schools,34H000,The North Carolina Leadership Academy,B,77
2013-14,Charter Schools,35A000,Crosscreek Charter School,C,58
2013-14,Charter Schools,36B000,Piedmont Community Charter School,C,68
