year,lea_name,school_code,school_name,spg_grade,spg_score
2014-15,Wilkes County Schools,970392,Wilkesboro Elementary,B,72
2014-15,Wilkes County Schools,970393,Wilkes Early College High,B,76
2014-15,Wilson County Schools,980308,B O Barnes Elementary,F,35
2014-15,Wilson County Schools,980317,Charles H Darden Middle,D,42
2014-15,Wilson County Schools,980318,Beddingfield High,D,54
2014-15,Wilson County Schools,980320,Elm City Elementary,C,61
2014-15,Wilson County Schools,980324,Elm City Middle,C,55
2014-15,Wilson County Schools,980336,Fike High,C,64
2014-15,Wilson County Schools,980338,Forest Hills Middle,D,52
2014-15,Wilson County Schools,980340,Gardners Elementary,B,77
2014-15,Wilson County Schools,980342,James Hunt High,C,57
2014-15,Wilson County Schools,980344,John W Jones Elementary,D,54
2014-15,Wilson County Schools,980348,Lee Woodard Elementary,D,47
2014-15,Wilson County Schools,980352,Lucama Elementary,C,69
2014-15,Wilson County Schools,980356,Margaret Hearne Elementary,D,45
2014-15,Wilson County Schools,980357,Vick Elementary,F,28
2014-15,Wilson County Schools,980360,New Hope Elementary,B,75
2014-15,Wilson County Schools,980364,Rock Ridge Elementary,B,75
2014-15,Wilson County Schools,980380,Speight Middle,C,59
2014-15,Wilson County Schools,980384,Springfield Middle,C,55
2014-15,Wilson County Schools,980388,Stantonsburg Elementary,D,54
2014-15,Wilson County Schools,980390,Toisnot Middle,D,40
2014-15,Wilson County Schools,980392,Vinson-Bynum Elementary,D,46
2014-15,Wilson County Schools,980396,Wells Elementary,C,59
2014-15,Wilson County Schools,980398,Wilson Early College Academy,A,87
2014-15,Wilson County Schools,980400,Winstead Elementary,D,46
2014-15,Yadkin County Schools,990304,Boonville Elementary,C,64
2014-15,Yadkin County Schools,990308,Courtney Elementary,B,75
2014-15,Yadkin County Schools,990312,East Bend Elementary,C,60
2014-15,Yadkin County Schools,990316,Fall Creek Elementary,C,67
2014-15,Yadkin County Schools,990320,Forbush Elementary,B,79
2014-15,Yadkin County Schools,990321,Forbush Middle,C,60
2014-15,Yadkin County Schools,990322,Forbush High,B,72
2014-15,Yadkin County Schools,990324,Jonesville Elementary,C,60
2014-15,Yadkin County Schools,990325,Starmount Middle,C,65
2014-15,Yadkin County Schools,990326,Starmount High,B,70
2014-15,Yadkin County Schools,990328,West Yadkin Elementary,C,64
2014-15,Yadkin County Schools,990332,Yadkin Early College,A,91
2014-15,Yadkin County Schools,990336,Yadkinville Elementary,C,62
2014-15,Yancey County Schools,995304,Bald Creek Elementary,A+NG,85
2014-15,Yancey County Schools,995308,Bee Log Elementary,C,69
2014-15,Yancey County Schools,995312,Burnsville Elementary,C,61
2014-15,Yancey County Schools,995316,Cane River Middle,C,60
2014-15,Yancey County Schools,995320,Clearmont Elementary,B,72
2014-15,Yancey County Schools,995324,East Yancey Middle,B,72
2014-15,Yancey County Schools,995328,Micaville Elementary,B,77
2014-15,Yancey County Schools,995330,Mountain Heritage High,B,72
2014-15,Yancey County Schools,995336,South Toe Elementary,B,80
2014-15,Regional Schools,94Z000,Northeast Regional School - Biotech/Agri,B,71
2014-15,Charter Schools,01B000,River Mill Academy,B,72
2014-15,Charter Schools,01C000,Clover Garden,B,71
2014-15,Charter Schools,01D000,The Hawbridge School,B,81
2014-15,Charter Schools,06A000,Grandfather Academy,F,23
2014-15,Charter Schools,06B000,Williams Academy,D,46
2014-15,Charter Schools,07A000,Washington Montessori,C,65
2014-15,Charter Schools,08A000,Heritage Collegiate Leadership Academy,F,38
2014-15,Charter Schools,09A000,Paul R Brown Leadership Academy,F,31
2014-15,Charter Schools,10A000,Charter Day School,B,70
2014-15,Charter Schools,11A000,Evergreen Community Charter,B,71
2014-15,Charter Schools,11B000,ArtSpace Charter School,B,73
2014-15,Charter Schools,11C000,Invest Collegiate - Imagine,B,72
2014-15,Charter Schools,11D000,The Franklin School of Innovation,C,69
2014-15,Charter Schools,11K000,Francine Delany New School,B,77
2014-15,Charter Schools,12A000,New Dimensions,C,67
2014-15,Charter Schools,13A000,Carolina International School,C,59
2014-15,Charter Schools,13B000,Cabarrus Charter Academy,B,77
2014-15,Charter Schools,13C000,A.C.E. Academy,D,44
2014-15,Charter Schools,16B000,Tiller School,A,86
2014-15,Charter Schools,19A000,Chatham Charter,B,77
2014-15,Charter Schools,19B000,Woods Charter,A+NG,89
2014-15,Charter Schools,19C000,Willow Oak Montessori,B,72
2014-15,Charter Schools,20A000,The Learning Center,C,56
2014-15,Charter Schools,23A000,Pinnacle Classical Academy,B,73
2014-15,Charter Schools,24B000,Flemington Academy,F,33
2014-15,Charter Schools,24N000,Columbus Charter School,B,70
2014-15,Charter Schools,26B000,Alpha Academy,C,62
2014-15,Charter Schools,26C000,The Capitol Encore Academy,D,43
2014-15,Charter Schools,27A000,Water's Edge Village School,C,55
2014-15,Charter Schools,32A000,Maureen Joy Charter School,C,64
2014-15,Charter Schools,32B000,Healthy Start Academy,F,39
2014-15,Charter Schools,32C000,Carter Community Charter,D,47
2014-15,Charter Schools,32D000,Kestrel Heights School,C,67
2014-15,Charter Schools,32H000,Research Triangle Charter,C,62
2014-15,Charter Schools,32K000,Central Park School For Child,B,71
2014-15,Charter Schools,32L000,Voyager Academy,B,71
2014-15,Charter Schools,32M000,Global Scholars Academy,F,39
2014-15,Charter Schools,32N000,Research Triangle High School,B,76
2014-15,Charter Schools,32P000,The Institute Development Young Leaders,D,47
2014-15,Charter Schools,32Q000,Reaching All Minds Academy,F,23
2014-15,Charter Schools,33A000,North East Carolina Prep,F,37
2014-15,Charter Schools,34B000,Quality Education Academy,C,56
2014-15,Charter Schools,34D000,Carter G Woodson School,D,40
2014-15,Charter Schools,34F000,Forsyth Academy,D,44
2014-15,Charter Schools,34G000,The Arts Based School,B,70
2014-15,Charter Schools,34H000,The North Carolina Leadership Academy,B,77
2014-15,Charter Schools,35A000,Crosscreek Charter School,C,63
2014-15,Charter Schools,36B000,Piedmont Community Charter School,B,71
2014-15,Charter Schools,36C000,Mountain Island Charter School,B,74
2014-15,Charter Schools,39A000,Falls Lake Academy,B,70
2014-15,Charter Schools,39B000,Oxford Preparatory,C,59
2014-15,Charter Schools,41B000,Greensboro Academy,A+NG,86
2014-15,Charter Schools,41C000,Guilford Preparatory Academy,D,51
2014-15,Charter Schools,41D000,Phoenix Academy,C,56
2014-15,Charter Schools,41F000,Triad Math and Science Academy,C,69
2014-15,Charter Schools,41G000,Cornerstone Charter Academy-CFA,B,71
2014-15,Charter Schools,41H000,College Prep and Leadership Academy,D,40
2014-15,Charter Schools,41J000,Summerfield Charter Academy,B,79
2014-15,Charter Schools,42A000,KIPP Halifax College Prep,C,58
2014-15,Charter Schools,43C000,Anderson Creek Club Charter School,B,72
2014-15,Charter Schools,45A000,The Mountain Community Sch,C,60
2014-15,Charter Schools,49B000,American Renaissance School,B,76
2014-15,Charter Schools,49D000,Success Institute Charter,D,42
2014-15,Charter Schools,000049,Pine Lake Preparatory,A+NG,85
2014-15,Charter Schools,49F000,Langtree Charter Academy,B,75
2014-15,Charter Schools,50A000,Summit Charter,B,71
2014-15,Charter Schools,51A000,Neuse Charter School,B,76
2014-15,Charter Schools,54A000,Children's Village Academy,D,46
2014-15,Charter Schools,55A000,Lincoln Charter School,B,82
2014-15,Charter Schools,58B000,Bear Grass,C,59
2014-15,Charter Schools,60A000,Community Charter School,F,39
2014-15,Charter Schools,60B000,Sugar Creek Charter,C,62
2014-15,Charter Schools,60C000,Kennedy Charter,F,34
2014-15,Charter Schools,60D000,Lake Norman Charter,A,86
2014-15,Charter Schools,60F000,Metrolina Reg Scholars Academy,A+NG,94
2014-15,Charter Schools,60G000,Queen's Grant Community School,B,73
2014-15,Charter Schools,60H000,Crossroads Charter High,F,34
2014-15,Charter Schools,60I000,Community School of Davidson,A+NG,86
2014-15,Charter Schools,60J000,Socrates Academy,B,83
2014-15,Charter Schools,60K000,Charlotte Secondary,D,53
2014-15,Charter Schools,60L000,KIPP Charlotte,C,61
2014-15,Charter Schools,60M000,Corvian Community School,B,78
2014-15,Charter Schools,60N000,Aristotle Preparatory Academy,D,48
2014-15,Charter Schools,60P000,Charlotte Choice Charter,F,34
2014-15,Charter Schools,60Q000,Invest Collegiate,D,51
2014-15,Charter Schools,60S000,Bradford Preparatory School,B,71
2014-15,Charter Schools,60V000,Charlotte Learning Academy,F,38
2014-15,Charter Schools,60Y000,Pioneer Springs Community School,D,51
2014-15,Charter Schools,61J000,Thunderbird Prep,C,65
2014-15,Charter Schools,63A000,The Academy of Moore County,B,79
2014-15,Charter Schools,63B000,STARS Charter,C,62
2014-15,Charter Schools,64A000,Rocky Mount Preparatory,D,40
2014-15,Charter Schools,65A000,Cape Fear Center for Inquiry,B,72
2014-15,Charter Schools,65B000,Wilmington Preparatory Academy,C,57
2014-15,Charter Schools,65D000,Island Montessori Charter,D,52
2014-15,Charter Schools,66A000,Gaston College Preparatory,B,78
2014-15,Charter Schools,67B000,Z.E.C.A. School of Arts and Technology,F,29
2014-15,Charter Schools,68A000,Orange Charter,B,77
2014-15,Charter Schools,68C000,The Expedition School,A,85
2014-15,Charter Schools,68N000,PACE Academy,D,45
2014-15,Charter Schools,69A000,Arapahoe Charter School,C,66
2014-15,Charter Schools,73A000,Bethel Hill Charter,C,68
2014-15,Charter Schools,73B000,Roxboro Community School,A+NG,85
2014-15,Charter Schools,76N000,Uwharrie Charter Academy,D,53
2014-15,Charter Schools,78A000,CIS Academy,D,48
2014-15,Charter Schools,78B000,Southeastern Academy,B,80
2014-15,Charter Schools,79A000,Bethany Community Middle,C,61
2014-15,Charter Schools,81A000,Thomas Jefferson Class Academy,A+NG,86
2014-15,Charter Schools,81B000,Lake Lure Classical Academy,C,58
2014-15,Charter Schools,84B000,Gray Stone Day,A,91
2014-15,Charter Schools,86T000,Millennium Charter Academy,B,72
2014-15,Charter Schools,87A000,Mountain Discovery,B,74
2014-15,Charter Schools,88A000,Brevard Academy,B,75
2014-15,Charter Schools,90A000,Union Academy,B,77
2014-15,Charter Schools,91A000,Vance Charter School,C,65
2014-15,Charter Schools,91B000,Henderson Collegiate,A+NG,88
2014-15,Charter Schools,92B000,The Exploris School,B,80
2014-15,Charter Schools,92D000,Magellan Charter,A+NG,93
2014-15,Charter Schools,000092,Sterling Montessori Academy,A+NG,87
2014-15,Charter Schools,92F000,Franklin Academy,B,83
2014-15,Charter Schools,92G000,East Wake Academy,B,78
2014-15,Charter Schools,92K000,Raleigh Charter High School,A,98
2014-15,Charter Schools,92L000,Torchlight Academy,F,33
2014-15,Charter Schools,92M000,PreEminent Charter,D,50
2014-15,Charter Schools,92N000,Quest Academy,A,90
2014-15,Charter Schools,92P000,Southern Wake Academy,B,71
2014-15,Charter Schools,92Q000,Hope Charter Leadership Academy,F,37
2014-15,Charter Schools,92R000,Casa Esperanza Montessori Charter School,B,74
2014-15,Charter Schools,92S000,Endeavor Charter,A+NG,91
2014-15,Charter Schools,92T000,Triangle Math and Science Academy,A+NG,85
2014-15,Charter Schools,92U000,Longleaf School of the Arts,B,79
2014-15,Charter Schools,92V000,Wake Forest Charter Academy,C,68
2014-15,Charter Schools,92W000,Cardinal Charter,B,73
2014-15,Charter Schools,92X000,Dynamic Community Charter,F,22
2014-15,Charter Schools,92Y000,Envision Science Academy,A,86
2014-15,Charter Schools,93A000,Haliwa-Saponi Tribal School,D,47
2014-15,Charter Schools,95A000,Two Rivers Community School,B,78
2014-15,Charter Schools,96C000,Dillard Academy,F,36
2014-15,Charter Schools,96F000,Wayne Preparatory Academy,D,47
2014-15,Charter Schools,97D000,Bridges Academy,D,53
2014-15,Charter Schools,98A000,Sallie B Howard School,C,60
2014-15,Charter Schools,98B000,Wilson Preparatory Academy,C,60
2015-16,Alamance-Burlington Schools,010303,Alamance-Burlington Middle College,A,85
2015-16,Alamance-Burlington Schools,010304,Alexander Wilson Elementary,C,66
2015-16,Alamance-Burlington Schools,010308,Altamahaw Ossipee Elem,B,71
2015-16,Alamance-Burlington Schools,010310,Broadview Middle,D,42
2015-16,Alamance-Burlington Schools,010312,Highland Elementary,B,72
2015-16,Alamance-Burlington Schools,010320,E M Yoder Elementary,B,73
2015-16,Alamance-Burlington Schools,010324,Eastern Alamance High,C,69
2015-16,Alamance-Burlington Schools,010326,Eastlawn Elementary,D,46
2015-16,Alamance-Burlington Schools,010328,Edwin M Holt Elementary,B,73
2015-16,Alamance-Burlington Schools,010340,Elon Elementary,C,64
2015-16,Alamance-Burlington Schools,010346,B Everett Jordan Elem,C,61
2015-16,Alamance-Burlington Schools,010347,Garrett Elementary,C,63
2015-16,Alamance-Burlington Schools,010348,Graham High,C,57
2015-16,Alamance-Burlington Schools,010350,Graham Middle,D,45
2015-16,Alamance-Burlington Schools,010351,Grove Park Elementary,D,46
2015-16,Alamance-Burlington Schools,010353,Hawfields Middle,B,70
2015-16,Alamance-Burlington Schools,010354,Harvey R Newlin Elementary,D,42
2015-16,Alamance-Burlington Schools,010357,Haw River Elementary,D,41
2015-16,Alamance-Burlington Schools,010358,Hillcrest Elementary,D,47
2015-16,Alamance-Burlington Schools,010360,Hugh M Cummings High,C,63
2015-16,Alamance-Burlington Schools,010362,Marvin B Smith Elementary,B,72
2015-16,Alamance-Burlington Schools,010364,North Graham Elementary,D,52
2015-16,Alamance-Burlington Schools,010372,Pleasant Grove Elementary,C,61
2015-16,Alamance-Burlington Schools,010374,R Homer Andrews Elementary,D,51
2015-16,Alamance-Burlington Schools,010380,South Graham Elementary,D,52
2015-16,Alamance-Burlington Schools,010384,South Mebane Elementary,B,76
2015-16,Alamance-Burlington Schools,010388,Southern High,C,69
2015-16,Alamance-Burlington Schools,010390,Southern Middle,C,57
2015-16,Alamance-Burlington Schools,010392,Sylvan Elementary,C,58
2015-16,Alamance-Burlington Schools,010394,Turrentine Middle,D,48
2015-16,Alamance-Burlington Schools,010396,Walter M Williams High,C,68
2015-16,Alamance-Burlington Schools,010400,Western Alamance High,C,64
2015-16,Alamance-Burlington Schools,010403,Western Middle,C,64
2015-16,Alamance-Burlington Schools,010406,Woodlawn Middle,B,71
2015-16,Alexander County Schools,020302,Alexander Central High,B,76
2015-16,Alexander County Schools,020304,Bethlehem Elementary,B,70
2015-16,Alexander County Schools,020306,East Alexander Middle,C,57
2015-16,Alexander County Schools,020308,Ellendale Elementary,C,66
2015-16,Alexander County Schools,020316,Hiddenite Elementary,C,57
2015-16,Alexander County Schools,020320,Stony Point Elementary,C,61
2015-16,Alexander County Schools,020324,Sugar Loaf Elementary,B,70
2015-16,Alexander County Schools,020328,Taylorsville Elementary,B,71
2015-16,Alexander County Schools,020330,West Alexander Middle,C,67
2015-16,Alexander County Schools,020332,Wittenburg Elementary,C,67
2015-16,Alleghany County Schools,030304,Alleghany High,C,62
2015-16,Alleghany County Schools,030308,Glade Creek Elementary,C,62
2015-16,Alleghany County Schools,030316,Piney Creek Elementary,B,75
2015-16,Alleghany County Schools,030320,Sparta Elementary,C,67
2015-16,Anson County Schools,040304,Anson Co. Early College High,B,72
2015-16,Anson County Schools,040306,Anson High School,D,54
2015-16,Anson County Schools,040308,Ansonville Elementary,B,78
2015-16,Anson County Schools,040309,Anson Middle,D,42
2015-16,Anson County Schools,040311,Wadesboro Primary,F,39
2015-16,Anson County Schools,040316,Lilesville Elementary,D,50
2015-16,Anson County Schools,040324,Morven Elementary,D,47
2015-16,Anson County Schools,040328,Peachland-Polkton Elem,B,71
